z;id;descricao;id;descricao
-5980673322563956372;13;Interactive movie;5;Stealth game
-5969233222708214057;13;Interactive movie;40;Sports-based fighting
-5964327865819022115;18;Tactical RPG;22;Choices
-5961474874005897797;39;Competitive;51;Christian game
-5956828914699846453;50;Casual game;37;Racing
-5953799445433659333;42;Casual games;34;Turn-based tactics (TBT)
-5953249032412983366;53;Electronic sports;22;Choices
-5932169661862222259;31;Multiplayer online battle arena (MOBA);7;Rhythm games
-5925640702427945487;24;Construction and management simulation;41;MMO
-5918517470158987905;12;Visual novels;22;Choices
-5918477622756433356;55;Personalized game;39;Competitive
-5908098152920800704;50;Casual game;2;Shooter games
-5905575109754507191;50;Casual game;20;First-person party-based RPG
-5892765234868556028;20;First-person party-based RPG;52;Educational game
-5889565659626248403;19;Sandbox RPG;27;4X game
-5877841045567023917;12;Visual novels;8;Survival horror
-5868719664634735703;26;Vehicle simulation;56;Serious game
-5864716396828792357;51;Christian game;40;Sports-based fighting
-5864473222351197359;56;Serious game;45;Logic game
-5858882702746237605;1;Platform games;45;Logic game
-5849867379296210534;24;Construction and management simulation;23;Fantasy
-5848609200812610872;13;Interactive movie;9;Metroidvania
-5842319323476329091;36;Grand strategy wargame;2;Shooter games
-5838366492067886862;5;Stealth game;12;Visual novels
-5831387129215822776;28;Artillery game;24;Construction and management simulation
-5831100547316846035;16;MMORPG;2;Shooter games
-5830666513379738008;15;Action RPG;32;Tower defense
-5830105642871045482;18;Tactical RPG;16;MMORPG
-5828183539355813455;39;Competitive;42;Casual games
-5812226602308181114;55;Personalized game;24;Construction and management simulation
-5809918109189660960;31;Multiplayer online battle arena (MOBA);45;Logic game
-5809701617854288744;15;Action RPG;7;Rhythm games
-5805435582849745210;12;Visual novels;28;Artillery game
-5796333377458635046;21;Cultural differences;20;First-person party-based RPG
-5790094364557920271;20;First-person party-based RPG;21;Cultural differences
-5787975462820017751;9;Metroidvania;35;Wargame
-5779806243016025302;31;Multiplayer online battle arena (MOBA);10;Text adventures
-5776670592992957405;19;Sandbox RPG;48;Advergame
-5774536407052698719;48;Advergame;12;Visual novels
-5773338665062829444;4;Beat em up games;30;Real-time tactics (RTT)
-5767624513950963922;27;4X game;51;Christian game
-5763116015039199731;14;Real-time 3D adventures;27;4X game
-5761161383051397106;56;Serious game;43;Party game
-5725163345215052376;10;Text adventures;21;Cultural differences
-5724140586654602111;45;Logic game;25;Life simulation
-5718621087105277367;17;Roguelikes;56;Serious game
-5707989860872098812;12;Visual novels;19;Sandbox RPG
-5702363342240398433;50;Casual game;54;Exergame
-5697796197259427934;4;Beat em up games;47;Board game / Card game
-5686439145121780513;40;Sports-based fighting;1;Platform games
-5683747205846573029;49;Art game;48;Advergame
-5681946468094955452;22;Choices;45;Logic game
-5678425730737098895;19;Sandbox RPG;10;Text adventures
-5675110140766663155;1;Platform games;23;Fantasy
-5671025010926689498;53;Electronic sports;35;Wargame
-5668803492347459692;33;Turn-based strategy (TBS);42;Casual games
-5668524530821191787;20;First-person party-based RPG;36;Grand strategy wargame
-5665103931494073770;26;Vehicle simulation;17;Roguelikes
-5659604655709223311;30;Real-time tactics (RTT);30;Real-time tactics (RTT)
-5658982908243360220;29;Real-time strategy (RTS);31;Multiplayer online battle arena (MOBA)
-5657688995394974682;5;Stealth game;7;Rhythm games
-5651080183460624963;21;Cultural differences;31;Multiplayer online battle arena (MOBA)
-5645493600482124133;17;Roguelikes;22;Choices
-5639877544484687366;24;Construction and management simulation;4;Beat em up games
-5638307081417828635;4;Beat em up games;8;Survival horror
-5628705526248360972;52;Educational game;41;MMO
-5627476660092691023;28;Artillery game;15;Action RPG
-5621062888500765588;9;Metroidvania;16;MMORPG
-5617270745269089644;37;Racing;35;Wargame
-5615452603581386953;55;Personalized game;18;Tactical RPG
-5600430880609023691;1;Platform games;47;Board game / Card game
-5592792440396022826;30;Real-time tactics (RTT);31;Multiplayer online battle arena (MOBA)
-5592304982204114992;1;Platform games;26;Vehicle simulation
-5586698385095435024;1;Platform games;32;Tower defense
-5585833085966000077;2;Shooter games;55;Personalized game
-5581574059314245386;20;First-person party-based RPG;14;Real-time 3D adventures
-5575901867686032194;20;First-person party-based RPG;4;Beat em up games
-5573847739138700320;14;Real-time 3D adventures;54;Exergame
-5555462494061801425;19;Sandbox RPG;43;Party game
-5552607703520653935;29;Real-time strategy (RTS);38;Sports game
-5550128151293970391;46;Trivia game;52;Educational game
-5550024378776081916;6;Survival games;46;Trivia game
-5538096061786903773;33;Turn-based strategy (TBS);50;Casual game
-5518421070534477927;37;Racing;30;Real-time tactics (RTT)
-5512481359719078956;39;Competitive;50;Casual game
-5506186211434639841;47;Board game / Card game;2;Shooter games
-5493717019805550627;36;Grand strategy wargame;5;Stealth game
-5491893179733173288;2;Shooter games;3;Fighting games
-5486169562339887429;8;Survival horror;46;Trivia game
-5484894226492329525;21;Cultural differences;48;Advergame
-5480866408819136942;10;Text adventures;29;Real-time strategy (RTS)
-5473359410584145059;30;Real-time tactics (RTT);20;First-person party-based RPG
-5464810612898755480;21;Cultural differences;37;Racing
-5463956753314134789;54;Exergame;35;Wargame
-5463916857273674926;34;Turn-based tactics (TBT);53;Electronic sports
-5454221482471625626;45;Logic game;44;Programming game
-5442022889179421211;49;Art game;49;Art game
-5441887669110890591;7;Rhythm games;54;Exergame
-5441673935382004488;24;Construction and management simulation;45;Logic game
-5438634025516151871;28;Artillery game;49;Art game
-5436357504746230458;16;MMORPG;51;Christian game
-5431619987645847571;55;Personalized game;37;Racing
-5430674164634188867;43;Party game;52;Educational game
-5429853707277110751;4;Beat em up games;7;Rhythm games
-5424693709962233062;53;Electronic sports;14;Real-time 3D adventures
-5423182894141032291;15;Action RPG;17;Roguelikes
-5421621675416930595;14;Real-time 3D adventures;14;Real-time 3D adventures
-5412268630383748556;38;Sports game;40;Sports-based fighting
-5408346216230408625;1;Platform games;48;Advergame
-5401311463349526410;33;Turn-based strategy (TBS);37;Racing
-5400574952245840645;46;Trivia game;7;Rhythm games
-5398408024593045439;12;Visual novels;37;Racing
-5398231701477037276;48;Advergame;46;Trivia game
-5397949329347004484;15;Action RPG;29;Real-time strategy (RTS)
-5390990893227882442;21;Cultural differences;43;Party game
-5388518463656815723;1;Platform games;35;Wargame
-5387190785019281016;11;Graphic adventures;34;Turn-based tactics (TBT)
-5384320370827834433;50;Casual game;7;Rhythm games
-5380533474535174541;38;Sports game;41;MMO
-5378300537502945696;20;First-person party-based RPG;31;Multiplayer online battle arena (MOBA)
-5377561322750915870;23;Fantasy;54;Exergame
-5373815527590795993;48;Advergame;21;Cultural differences
-5369544026485163431;41;MMO;46;Trivia game
-5366810921952177536;35;Wargame;33;Turn-based strategy (TBS)
-5341935700850250914;36;Grand strategy wargame;24;Construction and management simulation
-5337397530727848748;24;Construction and management simulation;19;Sandbox RPG
-5337146008469942059;4;Beat em up games;53;Electronic sports
-5322989762339962073;31;Multiplayer online battle arena (MOBA);38;Sports game
-5311359855073329331;24;Construction and management simulation;40;Sports-based fighting
-5306180786516329469;46;Trivia game;31;Multiplayer online battle arena (MOBA)
-5305365567336618083;47;Board game / Card game;8;Survival horror
-5298582377104739074;56;Serious game;16;MMORPG
-5298289921609577617;11;Graphic adventures;19;Sandbox RPG
-5294971068628435705;13;Interactive movie;3;Fighting games
-5290783981380265176;31;Multiplayer online battle arena (MOBA);54;Exergame
-5284462713141769589;13;Interactive movie;27;4X game
-5284037818844552553;4;Beat em up games;54;Exergame
-5283883234495046594;28;Artillery game;8;Survival horror
-5281461892172680909;23;Fantasy;32;Tower defense
-5275489208787595852;7;Rhythm games;41;MMO
-5268574887629021073;8;Survival horror;54;Exergame
-5265752344303762413;18;Tactical RPG;41;MMO
-5264179451651345944;5;Stealth game;48;Advergame
-5256732811427958927;43;Party game;37;Racing
-5252991691111156225;56;Serious game;8;Survival horror
-5249441699950338258;34;Turn-based tactics (TBT);38;Sports game
-5247811616167995727;16;MMORPG;15;Action RPG
-5246991484949442318;45;Logic game;4;Beat em up games
-5245490760341638481;2;Shooter games;10;Text adventures
-5240027637153095683;28;Artillery game;36;Grand strategy wargame
-5234652635110310436;25;Life simulation;35;Wargame
-5229294652020505843;47;Board game / Card game;10;Text adventures
-5228906679476195170;51;Christian game;10;Text adventures
-5225274316558807494;37;Racing;42;Casual games
-5222254809664968473;28;Artillery game;5;Stealth game
-5220191450907454760;6;Survival games;2;Shooter games
-5216864005445228784;32;Tower defense;41;MMO
-5213009698894380200;30;Real-time tactics (RTT);14;Real-time 3D adventures
-5210719101302704088;48;Advergame;19;Sandbox RPG
-5204932330646675639;53;Electronic sports;19;Sandbox RPG
-5193264941754400767;14;Real-time 3D adventures;21;Cultural differences
-5188735156790630565;23;Fantasy;51;Christian game
-5188631760011526184;23;Fantasy;23;Fantasy
-5174454307091967439;13;Interactive movie;55;Personalized game
-5172938582712772949;30;Real-time tactics (RTT);9;Metroidvania
-5171065771188288982;25;Life simulation;25;Life simulation
-5170353743566599184;50;Casual game;44;Programming game
-5162511479014824705;6;Survival games;35;Wargame
-5151004395817949974;14;Real-time 3D adventures;24;Construction and management simulation
-5144358320081014662;37;Racing;50;Casual game
-5139006523797521812;5;Stealth game;3;Fighting games
-5135682183231575190;30;Real-time tactics (RTT);10;Text adventures
-5131820534858793169;10;Text adventures;47;Board game / Card game
-5130516255918204269;34;Turn-based tactics (TBT);39;Competitive
-5129170743094371028;15;Action RPG;3;Fighting games
-5126354979024360910;31;Multiplayer online battle arena (MOBA);48;Advergame
-5108813260976990934;16;MMORPG;53;Electronic sports
-5108237140089479315;45;Logic game;33;Turn-based strategy (TBS)
-5106532272599059336;1;Platform games;20;First-person party-based RPG
-5105476052986601512;53;Electronic sports;11;Graphic adventures
-5088552310672711898;33;Turn-based strategy (TBS);53;Electronic sports
-5079411073050646799;56;Serious game;32;Tower defense
-5069834521314230187;46;Trivia game;54;Exergame
-5069737453161080138;41;MMO;31;Multiplayer online battle arena (MOBA)
-5056915495831748538;18;Tactical RPG;27;4X game
-5053225216598221276;53;Electronic sports;16;MMORPG
-5047756943606038311;22;Choices;27;4X game
-5039019399290100724;12;Visual novels;47;Board game / Card game
-5036615651026793493;45;Logic game;19;Sandbox RPG
-5034393197794623565;20;First-person party-based RPG;29;Real-time strategy (RTS)
-5026573685663536043;31;Multiplayer online battle arena (MOBA);5;Stealth game
-5026565980715642058;31;Multiplayer online battle arena (MOBA);46;Trivia game
-5020495759888857800;23;Fantasy;39;Competitive
-5007715439950688051;14;Real-time 3D adventures;42;Casual games
-4996951470576547914;2;Shooter games;19;Sandbox RPG
-4990393720065809029;25;Life simulation;3;Fighting games
-4982052095637436632;47;Board game / Card game;35;Wargame
-4981176482681423985;55;Personalized game;35;Wargame
-4980953222716641193;32;Tower defense;9;Metroidvania
-4979274619581163617;9;Metroidvania;51;Christian game
-4975799925442142086;20;First-person party-based RPG;27;4X game
-4958445466413783055;33;Turn-based strategy (TBS);14;Real-time 3D adventures
-4930927605806253469;24;Construction and management simulation;7;Rhythm games
-4920733282094511114;27;4X game;12;Visual novels
-4918458432319535895;49;Art game;6;Survival games
-4915690942086333765;43;Party game;47;Board game / Card game
-4912168223079498085;12;Visual novels;1;Platform games
-4899472379222584029;37;Racing;53;Electronic sports
-4892663398928445059;56;Serious game;33;Turn-based strategy (TBS)
-4886996230492756164;13;Interactive movie;51;Christian game
-4885471330068789115;20;First-person party-based RPG;25;Life simulation
-4845268574588894918;15;Action RPG;31;Multiplayer online battle arena (MOBA)
-4839982477216687563;35;Wargame;23;Fantasy
-4839138258799965508;51;Christian game;8;Survival horror
-4833980136425559710;43;Party game;41;MMO
-4830943830243063482;38;Sports game;13;Interactive movie
-4827214159026616375;42;Casual games;47;Board game / Card game
-4826060883365814427;11;Graphic adventures;30;Real-time tactics (RTT)
-4824901605523510413;23;Fantasy;7;Rhythm games
-4823743451146735093;8;Survival horror;15;Action RPG
-4823110312789794027;3;Fighting games;41;MMO
-4818479640977703741;44;Programming game;26;Vehicle simulation
-4792292410503288052;24;Construction and management simulation;2;Shooter games
-4785344859579497725;28;Artillery game;56;Serious game
-4784583867930756964;25;Life simulation;15;Action RPG
-4779751802019597185;21;Cultural differences;49;Art game
-4779619992727819244;3;Fighting games;20;First-person party-based RPG
-4776884928899041603;4;Beat em up games;11;Graphic adventures
-4772569274530242251;12;Visual novels;50;Casual game
-4770984260149463014;32;Tower defense;7;Rhythm games
-4769107253209380198;37;Racing;10;Text adventures
-4758555167644764792;47;Board game / Card game;24;Construction and management simulation
-4757372376755664104;43;Party game;40;Sports-based fighting
-4749073538841918399;45;Logic game;38;Sports game
-4746943618785583213;1;Platform games;38;Sports game
